ClassName,Changes,TotalCommits,Insertions,Deletions
GraggBulirschStoerStepInterpolator,9,3743,0,402
HighamHall54Integrator,9,3743,0,139
HighamHall54StepInterpolator,10,3743,0,96
IntegratorException,10,3743,0,42
MidpointIntegrator,8,3743,0,75
MidpointStepInterpolator,9,3743,0,103
MultistepIntegrator,16,3033,0,325
AdamsBashforthIntegrator,16,2847,0,509
AdamsBashforthStepInterpolator,5,3333,0,288
AdamsIntegrator,9,2793,0,132
AdamsMoultonIntegrator,18,2847,0,619
AdamsMoultonStepInterpolator,5,3333,0,289
AdamsNordsieckTransformer,4,2794,0,315
AdaptiveStepsizeIntegrator,11,3359,0,352
ClassicalRungeKuttaIntegrator,5,3363,0,85
ClassicalRungeKuttaStepInterpolator,5,3363,0,101
DormandPrince54Integrator,6,3363,0,162
DormandPrince54StepInterpolator,8,3363,0,201
DormandPrince853Integrator,6,3363,0,287
DormandPrince853StepInterpolator,9,3363,0,444
EmbeddedRungeKuttaIntegrator,14,3363,0,391
EulerIntegrator,5,3363,0,83
EulerStepInterpolator,5,3363,0,87
GillIntegrator,5,3363,0,83
GillStepInterpolator,5,3363,0,109
GraggBulirschStoerIntegrator,11,3363,0,1005
GraggBulirschStoerStepInterpolator,8,3363,0,385
HighamHall54Integrator,6,3363,0,136
HighamHall54StepInterpolator,5,3363,0,89
MidpointIntegrator,5,3363,0,79
MidpointStepInterpolator,5,3363,0,93
MultistepIntegrator,5,3333,0,325
MultistepStepInterpolator,3,3333,0,165
RungeKuttaIntegrator,13,3363,0,307
RungeKuttaStepInterpolator,8,3363,0,179
ThreeEighthesIntegrator,5,3363,0,83
ThreeEighthesStepInterpolator,5,3363,0,103
NordsieckTransformer,9,2820,0,326
ODEIntegrator,6,3349,0,109
RungeKuttaFehlbergIntegrator,8,3743,0,401
RungeKuttaIntegrator,18,3743,0,279
RungeKuttaStepInterpolator,6,3743,0,183
AbstractStepInterpolator,10,3363,0,443
DummyStepHandler,4,3363,0,92
DummyStepInterpolator,5,3363,0,130
FixedStepHandler,5,3363,0,55
MultistepStepInterpolator,4,3033,0,166
NordsieckStepInterpolator,11,2883,0,268
StepHandler,3,3363,0,84
StepInterpolator,6,3363,0,111
StepNormalizer,4,3363,0,158
SecondOrderDifferentialEquations,9,3743,0,71
SecondOrderIntegrator,7,3743,0,76
StepHandler,5,3743,0,79
StepInterpolator,6,3743,0,96
StepNormalizer,5,3743,0,158
SwitchException,0,0,0,0
SwitchingFunction,8,3743,0,151
SwitchingFunctionsHandler,13,3743,0,190
SwitchState,10,3743,0,267
ThreeEighthesIntegrator,8,3743,0,80
ThreeEighthesStepInterpolator,9,3743,0,113
ConvergenceChecker,7,3741,0,42
CostException,6,3741,0,57
CostFunction,5,3741,0,35
DifferentiableMultivariateRealOptimizer,4,3059,0,103
DifferentiableMultivariateVectorialOptimizer,5,3059,0,104
DirectSearchOptimizer,14,3076,0,646
MultiDirectional,10,3076,0,129
NelderMead,9,3076,0,176
DirectSearchOptimizer,21,3741,0,600
CurveFitter,3,2828,0,191
HarmonicCoefficientsGuesser,2,2828,0,300
HarmonicFitter,2,2828,0,132
HarmonicFunction,2,2828,0,79
ParametricRealFunction,2,2828,0,50
PolynomialFitter,2,2828,0,103
WeightedObservedPoint,2,2828,0,75
AbstractEstimator,2,3076,0,312
