ClassName,Changes,TotalCommits,Insertions,Deletions
RunnerFactory,10,1607,41,24
ClassLoaders,4,643,305,34
WarningsPrinter,11,1789,0,87
InOrderVerifier,14,2280,0,37
NumberOfInvocationsInOrderVerifier,14,2280,0,58
BasicVerificationInOrderTest,14,2280,101,87
MissingInvocationInOrderVerifierTest,14,2280,0,80
ArrayUtilsTest,8,1304,0,32
AllowsFakingReturnValues,13,2122,0,118
InvocationContainer,8,1326,5,1
GloballyConfiguredReturnValuesTest,11,1826,0,97
SelectedMocksInOrderVerificationTest,14,2337,63,80
JunitRuleImpl,2,337,0,7
MockControlTest,15,2530,0,36
After,4,677,16,7
VerificationModeBuilder,14,2375,18,4
VerificationOnMultipleMocksUsingMatchersTest,15,2546,14,64
MatchersPrinterTest,9,1534,16,6
ExpectedInvocationTest,15,2562,0,57
VerifiableInvocationsFinder,6,1025,11,5
HamcrestMatchersTest,13,2240,8,19
ReturnsMocksTest,9,1551,15,96
MockitoExceptionTest,14,2417,3,62
MockInjection,6,1037,20,13
DescriptiveMessagesOnStrictOrderErrorsTest,14,2420,0,121
VerificationDataInOrder,7,1211,5,5
IdentitySet,7,1211,4,26
IdentitySetTest,7,1211,4,48
ReturnsArgumentAtTest,5,871,10,100
MissingInvocationInOrderVerifier,13,2280,0,45
InOrder,13,2280,52,24
MockingMultipleInterfacesTest,9,1582,92,9
WrongSetOfAnnotationsTest,7,1236,46,29
ArgumentsComparatorTest,8,1413,5,0
JUnit45RunnerTest,11,1943,49,11
VoidMethodStubbableImpl,9,1590,10,8
HandyReturnValues,10,1777,57,41
MockitoBehaviorTest,14,2496,0,43
ObjectMethodsGuruTest,8,1427,50,6
DeprecatedAnnotationEngineApiTest,7,1249,4,72
RunnerFactoryTest,9,1606,92,42
ExperimentalMockitoJUnitRunnerTest,10,1788,0,325
ArgumentMatcherStorage,10,1797,13,7
DurationChecker,2,360,0,5
DurationCheckerImpl,2,360,0,14
CapturingMatcher,9,1624,16,7
AcrossClassLoaderSerializationTest,4,724,31,6
BeanPropertySetterTest,6,1088,59,18
OngoingInjecter,6,1088,4,19
MockCandidateFilter,6,1089,4,14
TypeBasedCandidateFilter,6,1089,4,26
SimplePerRealmReloadingClassLoader,4,726,12,6
NameBasedCandidateFilter,6,1089,4,30
SearchingClassLoader,11,1999,0,222
ConditionalStackTraceFilter,9,1655,3,47
StubbedMethodSelector,11,2024,0,6
MockReturnValues,9,1670,0,30
ForwardsInvocations,5,928,53,13
ConcurrentModificationExceptionOnMultiThreadedVerificationTest,5,932,13,6
CGLIBHackerTest,8,1492,10,6
HasCGLIBMethodProxy,8,1492,0,8
ClonesArguments,7,1306,4,19
RequiresValidState,13,2436,0,26
Discrepancy,9,1691,16,27
Pluralizer,9,1691,15,10
VerificationData,10,1884,5,15
StubbingConsecutiveReturnValuesTest,11,2080,0,85
NoMoreInteractionsMode,10,1898,0,23
Localized,9,1714,9,10
MockitoDebugger,7,1336,10,5
ShouldNotDeadlockAnswerExecutionTest,6,1148,34,27
MockitoConfigurationTest,11,2126,0,52
ReturnsMoreEmptyValues,8,1551,10,73
MockScanner,5,970,9,4
AllInvocationsFinderTest,12,2337,24,10
ConfiguringDefaultReturnValuesTest,11,2146,0,52
DefaultReturnValuesTest,11,2150,0,171
Same,13,2542,24,17
VerifyingMode,13,2542,0,32
ArticleManager,13,2546,2,94
ExpectedInvocation,13,2564,0,196
SerializableMockitoMethodProxyTest,7,1384,2,45
WarningsPrinterTest,9,1781,0,57
AccessibilityChanger,8,1587,13,41
LenientCopyTool,8,1587,15,55
ReporterTest,12,2381,77,8
StrictVerificationMixedWithOrdiraryVerificationTest,12,2382,0,162
PartialMockingWithSpiesTest,8,1593,96,14
InvocationsPrinterTest,12,2395,0,42
JUnit45AndHigherRunnerImpl,8,1604,11,3
FieldTypeAndNameComparatorTest,4,808,0,79
RestrictedObjectMethodsTest,9,1828,37,20
MocksCreationTest,10,2037,87,19
ReflectionMatchersTest,11,2253,22,81
CustomMatcherDoesYieldCCETest,8,1644,6,6
VerificationError,12,2471,0,35
AnyXMatchersAcceptNullsTest,10,2060,71,41
NoMoreInteractions,9,1855,18,4
ConditionalStackTraceFilterTest,8,1655,0,85
RelaxedVerificationInOrderTest,11,2280,104,50
ConstructorInjection,5,1037,61,2
HandyReturnValuesTest,7,1453,33,6
CaptorAnnotationTest,6,1252,1,172
CovariantOverrideTest,7,1466,7,7
JUnitFailureHacker,6,1261,11,0
ThrowsExceptionClass,5,1056,8,4
Any,12,2542,13,8
InvocationWithMatchers,12,2542,0,16
ArticleCalculator,12,2546,1,29
DescriptiveMessagesWhenTimesXVerificationFailsTest,11,2337,15,43
UnusedStubsFinder,6,1277,4,3
ParentTestMockInjectionTest,5,1067,11,7
VerificationDataImplTest,6,1281,4,29
InvocationsAnalyzer,11,2353,0,73
InvocationsAnalyzerTest,11,2353,0,73
ConfiguringDefaultReturnValuesForSelectedMocksTest,10,2142,0,94
InternalMockHandler,4,859,6,21
MockNameImpl,4,866,11,9
LocalizedMatcherTest,7,1516,28,3
ReturnsArgumentAt,4,871,4,107
InvocationsCalculator,11,2400,0,18
ShouldMocksCompareToBeConsistentWithEqualsTest,5,1091,19,4
EmptyReturnValuesTest,11,2410,0,141
StubbingWithAdditionalAnswers,4,879,17,2
MoreMatchersTest,8,1758,66,14
ReturnsIdentity,4,879,0,70
RealMethod,7,1540,4,0
CommonStackTraceRemover,11,2427,0,92
MoreEmptyReturnValues,8,1777,0,70
MethodInfo,7,1568,16,6
PluralizerTest,7,1572,4,20
ArgumentMatcherStorageImpl,8,1797,57,39
StubInfoImpl,4,900,3,3
LocationImpl,4,901,4,3
VerificationAfterDelayImpl,3,677,0,38
VerificationAfterDelayTest,3,677,67,37
PublicInvocation,4,905,0,28
MethodInfoTest,4,905,5,1
MultithreadedStubbingHalfManualTest,5,1145,8,11
JUnit44RunnerTest,7,1607,41,14
Or,11,2542,18,11
CompareTo,11,2542,11,7
InstanceOf,11,2542,12,5
ArticleDatabase,11,2546,1,65
ListUtil,10,2331,1,36
InstanceField,4,933,82,7
MockAnnotationProcessor,4,934,8,1
MockitoBeforeTestNGMethod,4,936,11,3
MockitoAfterTestNGMethod,4,936,13,8
ScenarioPrinter,5,1174,11,1
AnyVararg,6,1413,8,1
MatcherDecorator,6,1413,8,1
ResultTest,10,2379,0,45
IMockHandler,6,1429,0,8
StrictVerificationTest,10,2382,0,284
IMockMaker,4,954,0,30
MockReturnValuesTest,7,1670,0,75
HasPrimitiveMethods,7,1670,4,14
VerificationInOrderWithCallsTest,4,957,352,187
InvocationsPrinter,10,2395,0,28
InvocationsChunker,10,2400,0,47
VarargsNotPlayingWithAnyObjectTest,7,1680,1,31
InvocationsMarkerTest,10,2400,0,95
MockAwareVerificationMode,5,1203,4,1
AtLeastDiscrepancy,7,1691,5,1
DecamelizerTest,9,2179,2,25
CapturesArguments,6,1458,5,0
ClickableStackTracesTest,7,1704,5,23
MockitoSpy,4,981,0,9
FieldReader,5,1231,11,3
SpyInjectionTest,5,1236,6,2
FieldSetter,5,1242,9,2
IOOBExceptionShouldNotBeThrownWhenNotCodingFluentlyTest,4,998,6,0
Article,10,2503,1,50
VarargsAndAnyObjectPicksUpExtraInvocationsTest,6,1503,1,36
DoesNothing,8,2004,9,16
VerboseMockInvocationLogger,4,1006,30,50
JUnitFailureHackerTest,5,1261,39,0
ConsoleMockitoLogger,5,1264,2,2
LoggingListenerTest,5,1265,7,5
UnfinishedVerificationException,10,2535,3,13
MockitoStateTest,10,2536,0,35
StateResetter,10,2536,0,21
MissingMethodInvocationException,10,2536,3,10
CrazyMatchers,10,2538,0,937
Find,10,2542,11,7
StartsWith,10,2542,12,6
EndsWith,10,2542,13,6
And,10,2542,18,11
Matches,10,2542,11,4
NotNull,10,2542,11,4
Null,10,2542,11,4
Contains,10,2542,12,6
Not,10,2542,17,9
ExceptionIncludingMockitoWarnings,5,1275,6,0
DummyVerificationMode,5,1280,5,1
MockitoLoggerImpl,7,1793,0,11
MockitoLogger,7,1793,5,1
MockitoControl,10,2564,0,202
VerifyingModeTest,10,2564,0,58
ObjectMethodsFilter,10,2564,0,213
IAnswer,10,2564,0,71
ListUtilTest,9,2326,0,35
GloballyConfiguredAnswer,6,1551,9,27
AnswerReturnValuesAdapter,6,1552,8,1
MockInjectionUsingSetterOrPropertyTest,4,1036,9,8
FieldInitializationReport,4,1036,37,3
DetectingFinalMethodsTest,7,1814,4,5
Predicate,6,1568,0,12
PrintingInvocationsDetectsUnusedStubTest,5,1318,7,4
PrintingInvocationsWhenEverythingOkTest,5,1319,7,4
PrintingInvocationsWhenStubNotUsedTest,5,1319,5,2
ReturnsGenericDeepStubsTest,3,793,42,24
FieldCopier,6,1587,4,15
StubbingWithDelegateTest,1,265,0,0
AtMost,7,1864,7,2
InvocationsCalculatorTest,9,2399,0,68
InvocationsChunkerTest,9,2400,0,72
RunnerImpl,6,1604,7,2
RunnerProvider,6,1605,22,5
RunnerProviderTest,6,1605,6,2
VerificationInOrderMode,7,1884,5,9
RunnersValidateFrameworkUsageTest,6,1617,7,3
FrameworkUsageValidator,6,1617,4,32
NoMoreInteractionsExcludingStubsTest,4,1079,0,125
StackTraceBuilder,9,2429,1,54
StackTraceCleanerProvider,3,813,1,5
Argument,6,1631,0,78
Equality,5,1360,7,1
EqualityTest,5,1360,14,1
NPEWithCertainMatchersTest,5,1362,22,9
CallingRealMethodTest,6,1642,8,16
CallsRealMethod,6,1642,0,48
SerializableMethodTest,5,1371,5,1
PrintableInvocation,8,2199,10,2
MockHandlerFactory,3,826,11,4
AssertingMatchersTest,8,2204,0,70
SerializableMockitoMethodTest,5,1384,0,69
JUnit4RunnerTest,7,1943,0,16
StrictVerificationError,9,2506,0,26
DeprecatedOngoingStubbing,7,1971,17,97
ReflectionEquals,8,2253,12,6
TestMethodsFinderTest,5,1410,5,1
Compare,9,2542,0,37
VarargMatcher,5,1413,7,1
UnfinishedStubbingException,9,2564,3,7
NumberOfInvocationsAssertionError,9,2564,0,8
NotAMockException,9,2564,5,12
MockHandlerImplTest,3,860,0,107
MockingRealObjectsTest,7,2030,0,73
CapturingMatcherTest,5,1458,7,3
ThreadsShareAMockTest,7,2042,3,2
LocationImplTest,3,876,1,1
VerificationOverTimeImplTest,2,584,31,22
WhiteboxTest,5,1463,6,3
ReturnsIdentityTest,3,879,0,102
RemoveFirstLine,5,1468,6,2
PrototypingTest,7,2068,0,114
DefaultRealMethod,1,296,0,0
CleanTraceRealMethodTest,1,296,0,0
CleanTraceRealMethod,1,296,0,0
