ClassName,Changes,TotalCommits
ConstraintsToStringTest,2,1374
IMethods,2,1374
ExpectedInvocationTest,3,1386
EqualsTest,2,1373
InvocationTest,2,1374
MatchersTest,2,1372
MatchersToStringTest,2,1372
NameTest,3,1374
NiceMessagesWhenVerificationFailsTest,2,1372
StubTest,2,1374
NiceMockReturnsEmptyCollectionsTest,1,1388
NiceMockTest,1,1388
UsageStrictMockTest,1,1388
UsageTest,1,1388
AnswerTest,2,1376
ArgumentsMatcherTest,1,1388
ArrayMatcherTest,1,1388
CallbackAndArgumentsTest,2,1376
CallbackTest,2,1376
CompareToTest,2,1376
ConstraintsToStringTest,2,1376
DefaultMatcherTest,1,1388
EqualsMatcherTest,1,1388
ExpectedMethodCallTest,1,1388
IMethods,3,1388
InvocationTest,4,1388
IVarArgs,1,1388
LegacyBehaviorTests,1,1388
MatchableArgumentsTest,1,1388
MockNameTest,1,1388
NameTest,2,1376
NiceMockControlLongCompatibleReturnValueTest,1,1388
NiceMockControlTest,1,1388
ObjectMethodsTest,2,1388
RecordStateInvalidDefaultReturnValueTest,1,1388
RecordStateInvalidDefaultThrowableTest,1,1388
RecordStateInvalidMatcherTest,1,1388
RecordStateInvalidRangeTest,1,1388
RecordStateInvalidReturnValueTest,1,1388
RecordStateInvalidStateChangeTest,1,1388
RecordStateInvalidThrowableTest,1,1388
RecordStateInvalidUsageTest,1,1388
RecordStateMethodCallMissingTest,1,1388
ReplayStateInvalidCallsTest,1,1388
ReplayStateInvalidUsageTest,1,1388
StacktraceTest,1,1388
StubTest,2,1376
UsageCallCountTest,1,1388
UsageConstraintsTest,2,1376
UsageDefaultReturnValueTest,1,1388
UsageExpectAndDefaultReturnTest,1,1388
UsageExpectAndDefaultThrowTest,1,1388
UsageExpectAndReturnTest,1,1388
UsageExpectAndThrowTest,1,1388
UsageFloatingPointReturnValueTest,1,1388
UsageLongCompatibleReturnValueTest,1,1388
UsageMatchersTest,2,1376
UsageOverloadedDefaultValueTest,1,1388
UsageOverloadedMethodTest,1,1388
UsageRangeTest,1,1388
UsageStrictMockTest,2,1388
UsageTest,2,1388
UsageThrowableTest,1,1388
UsageUnorderedTest,1,1388
UsageVarargTest,1,1388
UsageVerifyTest,1,1388
UsingVarargsTest,2,1376
UsageConstraintsTest,2,1374
